Planting,State,ID,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale)
"2019-05-15 Quad D Bed 16 Lettuce (server: 111, id: 2)",connecticut,2007,0,farm,lettuce,,,,,black_seeded_simpson,none,,yes,green,,,0.057,38.7,,-246.08,-53.45,1.05,11.30,54.47,64.02,118.76,420.70,94.48,-0.04,-0.45,-0.06,0.00,0.05,0.01,0.03,0.01,0.12,22.39,12.99,,,,,,,,,,,,,,,,,,,47.5,1.7,100.4,258,15.1,287.3,7.03,4.08,,18.62,,,,,,,,,,,,,,,,,-13,4.9,99.1,241.7,22.6,1415.5,92.71,147.34,240.05,,4,4,4
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2096,0,farm,lettuce,,,,,alkindus_butterhead,damage,,yes,green purple,,,0.09,40.23,,-53.66,112.40,0.52,6.57,99.08,47.53,47.74,402.63,124.00,0.03,0.16,0.00,0.02,0.12,0.00,0.02,0.02,0.01,,,6.8,24.22,,,,,,,,,,,,,,,,,,,,,,,11.99,6.95,,4.7,,,,,,,,,,,,,,,,,31.3,28.8,119.1,197.7,24.8,148.1,74.63,90.98,165.61,,3,4,4
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2097,0,farm,lettuce,,,,,alkindus_butterhead,damage pest,,yes,green purple,,,0.076,45.3,,-41.10,71.40,0.40,3.84,84.53,37.82,40.63,296.32,73.69,0.09,-0.01,-0.04,0.01,0.08,0.00,0.02,-0.00,0.01,5.04,2.92,6.6,32.49,0.2,0.4,2.9,11.1,0.2,0.1,1.5,0.7,0.4,68.9,20.2,537.4,3,29.5,58.8,116,20.4,2.8,111,254.6,11.1,121.7,3.99,2.31,,21.06,0.1,0.4,2.6,7.6,0.2,0.1,1.2,0.3,0.3,60.2,16,350.1,2.3,-7.7,-3.9,41.8,18.9,1.9,122.7,244.6,12.3,139.2,74.63,92.28,166.91,,3,4,4
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2098,0,farm,lettuce,,,,,alkindus_butterhead,damage,,yes,green purple,,,0.084,100.64,,-15.94,93.50,0.50,6.13,95.78,39.91,50.45,386.26,92.72,0.16,0.55,0.03,0.02,0.14,0.00,0.02,0.02,0.00,5.59,3.24,,9.35,0.1,0.3,2.5,9.8,0.2,0.2,1.5,0.8,0.3,63.7,17.1,530,3,29.1,60.7,118.1,32.4,30.6,129,158,24.5,135.2,4.06,2.35,,21.14,-0.4,0.2,0.1,0.3,0.1,0,0.5,-1,0,244.7,-26.5,-131.8,-0.1,-62.6,-91.8,-24.5,26,2,146.2,250.5,8,94,74.63,92.63,167.26,,3,4,4
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2100,0,farm,lettuce,,,,,salanova_green,pest spotted,,yes,green,,,0.076,31.3,,-33.19,112.55,0.49,5.52,84.69,47.03,61.29,346.82,121.24,0.09,0.51,0.00,0.02,0.13,0.00,0.02,0.01,0.00,6.61,3.83,,31.63,0.2,0.3,2.4,7.4,0.2,0.1,1.2,0.4,0.3,58,15.2,350.1,2.2,-7.1,-1.8,46.3,29.8,3,126.7,265.2,10.9,81.1,12.83,7.44,,3.97,0.1,0.4,2.7,11.4,0.2,0.1,1.5,0.8,0.4,79.2,19.5,593.4,3.1,36.3,70.6,127.9,26.9,30.6,117.3,171.1,25.2,170.3,73.85,95.7,169.55,,2,3,3
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2099,0,farm,lettuce,,,,,salanova_green,pest,,yes,green,,,0.078,42.96,,-24.39,93.41,0.47,5.33,56.25,45.71,35.30,328.00,113.39,0.14,0.87,0.02,0.02,0.15,0.00,0.02,-0.01,0.00,4.76,2.76,,23.77,0,0.4,2.7,10.6,0.2,0.1,1.7,0.7,0.4,58.5,16.5,532.6,3,20.8,47.9,103.8,32.8,2.1,137.6,251.4,12.5,59.9,3.71,2.15,,21.15,-0.4,0.2,-0.1,0.2,0.1,0,0.5,-1.1,0,249.9,-29,-145.9,-0.1,-63.5,-93,-25.2,23.7,1.9,153.1,253.1,11.3,131.6,73.85,92.95,166.8,,2,3,3
"2019 Wellesley Fields - Field 3 bed 11 Lettuce (server: 38, id: 3)",washington,2101,0,farm,lettuce,,,,,salanova_green,pest,,yes,green,,,0.08,33.64,,-51.20,84.80,0.57,6.81,55.19,48.45,62.94,362.31,116.12,-0.02,0.20,-0.02,0.01,0.07,0.00,0.02,0.02,0.01,6.33,3.67,,26.35,,,,,,,,,,,,,,,,,22.5,1.8,129.5,269.8,10.7,116.3,4.25,2.46,,23.49,,,,,,,,,,,,,,,,,33.8,2.2,134.8,219.4,11.6,75.4,73.85,95.97,169.82,,2,3,3
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2182,0,farm,carrot,,,,,mokum,none,,yes,orange,2.5,,0.128,5.87,,7.51,36.26,0.54,2.32,51.76,21.72,19.64,273.99,45.97,0.53,1.08,0.06,0.10,0.32,0.00,0.02,-0.01,0.00,6.02,3.49,5.8,35.9,,,,,,,,,,,,,,,,,,,,,,,4.85,2.81,5.5,21.84,,,,,,,,,,,,,,,,,,,,,,,145.51,50.54,196.04999999999998,,,,
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2184,0,farm,carrot,,,,,mokum,none,,yes,orange,2.4,,0.11,5.63,,10.01,41.26,0.49,1.25,50.61,20.04,14.86,144.62,33.47,0.51,1.13,0.07,0.09,0.29,0.00,0.02,0.01,-0.00,6.13,3.55,6,34.4,,,,,,,,,,,,,,,,,,,,,,,4.7,2.73,5.8,24,,,,,,,,,,,,,,,,,,,,,,,145.51,50.76,196.26999999999998,,,,
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2185,0,farm,carrot,,,,,mokum,none,,yes,orange,2.5,,0.1,5.76,,3.66,90.56,0.62,3.93,45.98,23.97,30.82,400.16,51.02,0.49,0.81,0.06,0.10,0.30,0.00,0.02,-0.00,-0.00,8.39,4.86,5.8,,,,,,,,,,,,,,,,,,,,,,,,4.85,2.82,5.8,28.55,,,,,,,,,,,,,,,,,,,,,,,145.51,50.2,195.70999999999998,,,,
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2181,0,farm,carrot,,,,,purple_haze,none,,yes,orange purple,1.4,,0.136,14.09,,4.81,29.69,0.45,2.60,51.17,15.37,3.14,139.96,36.70,0.68,2.19,0.04,0.10,0.41,0.00,0.02,0.02,0.00,6.75,3.91,5.8,35.37,,,,,,,,,,,,,,,,,,,,,,,5.3,3.07,6,30.22,,,,,,,,,,,,,,,,,,,,,,,144.51,51.07,195.57999999999998,,,,
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2183,0,farm,carrot,,,,,purple_haze,none,,yes,orange purple,1.8,,0.138,32.94,,-1.16,42.61,0.62,2.71,51.05,24.25,23.14,327.62,50.67,0.48,1.29,0.07,0.08,0.39,0.00,0.02,-0.01,-0.00,11.77,6.83,6.2,59.41,,,,,,,,,,,,,,,,,,,,,,,4.88,2.83,5.8,32.98,,,,,,,,,,,,,,,,,,,,,,,144.51,49.86,194.37,,,,
"2019 40X100 Bottom Right bed 8 Carrot (server: 35, id: 3)",pennsylvania,2186,0,farm,carrot,,,,,purple_haze,none,,yes,orange purple,2,,0.129,248.59,,2.81,71.64,0.77,3.80,47.02,25.34,25.73,343.04,67.66,0.49,1.85,0.08,0.08,0.33,0.00,0.02,-0.00,0.00,10.32,5.99,,42.89,,,,,,,,,,,,,,,,,,,,,,,5.64,3.27,5.8,32.99,,,,,,,,,,,,,,,,,,,,,,,144.51,30.2,174.70999999999998,,,,
Fall Carrots,massachusetts,3936,0,farm,carrot,,,,,napoli,none,,yes,orange,26,8.1,0.099,12.94,34.09,,,,,,,,,,,,,,,,,,,17.38,10.08,5.5,26.12,,,,,,,,,,,,,,,,,,,,,,,9.03,5.24,5.5,21.61,,,,,,,,,,,,,,,,,,,,,,,2911.95,499.31,3411.2599999999998,,5,5,5
Fall Carrots,massachusetts,3937.1,0,farm,carrot,,,,,napoli,none,,yes,orange,28,7.9,0.094,5.15,36.42,,,,,,,,,,,,,,,,,,,22.98,13.33,5.8,26.88,,,,,,,,,,,,,,,,,,,,,,,8.33,4.83,5.5,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
Fall Carrots,massachusetts,3937.2,0,farm,carrot,,,,,napoli,none,,yes,orange,25,7.7,0.091,7.33,94.18,,,,,,,,,,,,,,,,,,,22.98,13.33,5.8,26.88,,,,,,,,,,,,,,,,,,,,,,,8.33,4.83,5.5,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
Fall Carrots,massachusetts,3938,0,farm,carrot,,,,,napoli,none,,yes,orange,31,8.1,0.103,14.9,53.07,,,,,,,,,,,,,,,,,,,19.15,11.11,5.8,,,,,,,,,,,,,,,,,,,,,,,,9.28,5.38,5.5,23.9,,,,,,,,,,,,,,,,,,,,,,,2911.95,498.83,3410.7799999999997,,5,5,5
Grapes,massachusetts,3876,0,farm,grape,,,,,concord,other,over ripe,yes,purple,18,18.5,0.221,303.92,1202.42,,,,,,,,,,,,,,,,,,,21.18,12.29,5.8,41.56,,,,,,,,,,,,,,,,,,,,,,,10.2,5.92,5.5,33.31,,,,,,,,,,,,,,,,,,,,,,,2913.1,17.03,2930.13,,4,2,2
Grapes,massachusetts,3877,0,farm,grape,,,,,concord,other,over ripe,yes,purple,18,14.2,0.202,602.56,19855.8,,,,,,,,,,,,,,,,,,,25.75,14.94,5.5,42.85,,,,,,,,,,,,,,,,,,,,,,,8.83,5.12,5.8,12.83,,,,,,,,,,,,,,,,,,,,,,,2913.06,17.64,2930.7,,4,2,2
Grapes,massachusetts,3878,0,farm,grape,,,,,concord,other,over ripe,yes,purple,16,12.1,0.185,642.09,1408.28,,,,,,,,,,,,,,,,,,,15.54,9.01,5.8,51.26,,,,,,,,,,,,,,,,,,,,,,,8.35,4.84,5.5,23.74,,,,,,,,,,,,,,,,,,,,,,,2913.06,0.67,2913.73,,4,2,2
,georgia,2249,0,farm,cherry_tomato,,,,,sungold,none,,yes,orange,2,,0.107,37.3,,-2.91,10.56,0.25,0.81,20.56,12.27,23.70,125.24,7.19,0.25,0.25,0.00,0.06,0.13,0.00,0.01,-0.00,-0.00,14.29,8.29,,25.61,,,,,,,,,,,,,,,,,10.9,2,29,26.7,36.1,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16,144.16,220.32,,5,5,5
,georgia,2245,0,farm,cherry_tomato,,,,,sungold,none,,yes,orange,2,,0.11,27.89,,2.57,11.08,0.22,0.83,21.08,10.53,18.94,109.84,7.45,0.18,0.03,0.02,0.05,0.12,0.00,0.00,-0.01,-0.00,5.6,3.25,,15.53,0.3,0.3,4.3,16.6,0.1,0.1,0.8,-0.7,0.5,60.4,36.4,364.8,2.5,52.9,113.9,99.6,20.6,32.6,66.8,60.1,33.6,122.3,5.64,3.27,,11.67,0.2,0.3,4.8,5.9,0.1,0.1,0.7,-0.8,0.5,3.9,16.3,169.9,3.2,30,53.9,71.3,17.9,2.2,56,26.4,25.2,78.7,76.16,143.97,220.13,,5,5,5
,georgia,2242,0,farm,cherry_tomato,,,,,sungold,none,,yes,orange,1.5,,0.107,34.4,,-13.40,14.16,0.26,0.74,20.86,14.59,30.77,139.96,10.00,0.11,-0.22,0.02,0.03,0.12,0.00,0.01,-0.00,0.00,7.72,4.48,,25.86,0.4,0.3,3.4,17.5,0.1,0.1,0.7,-0.7,0.4,48.7,47,419.9,1.4,36.8,91.4,114.7,20.1,34.9,64.2,64.1,39.4,135.4,4.89,2.83,,8.02,,,,,,,,,,,,,,,,,36.3,36,88.9,65.8,38.1,114.2,76.16,143.74,219.9,,5,5,5
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2250,0,farm,lettuce,,,,,salanova_red,none,,yes,green purple,,,0.064,32.57,,6.73,14.74,0.26,1.73,22.02,15.47,15.53,193.75,53.38,0.66,0.83,0.03,0.02,0.12,0.00,0.02,-0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,1.75,,7.74,,,,,,,,,,,,,,,,,24.5,31.4,71,64.7,36.6,134.1,75.25,164.64,239.89,,4,4,5
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2248,0,farm,lettuce,,,,,salanova_red,none,,yes,green purple,,,0.066,20.6,,-20.66,84.85,0.40,3.61,28.70,31.97,30.74,283.76,104.31,1.89,0.75,-0.00,0.03,0.13,0.00,0.01,0.02,0.01,4.06,2.35,,9.43,,,,,,,,,,,,,,,,,29.2,35.2,70,65.8,38.8,108.5,8.14,4.72,,8.91,0.1,0.3,4.4,12.4,0.1,0.1,0.9,-0.6,0.7,10.8,24.6,1298.5,2.4,41.2,82.5,104.6,17.4,2.1,63.4,31.3,31,130.9,75.25,114.56,189.81,,4,4,5
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2246,0,farm,lettuce,,,,,salanova_red,none,,yes,green purple,,,0.06,60.98,,-40.88,91.00,0.57,7.05,41.35,41.90,28.93,354.38,78.72,0.75,0.43,-0.02,0.01,0.08,0.00,0.02,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77,9.14,,18.68,0.3,0.3,4.4,15.1,0.2,0.1,0.8,-0.6,0.6,-3.5,33.4,1032.7,2.1,37.2,80.7,90.7,23.6,2,45.1,30,27.1,67.3,75.25,114.19,189.44,,4,4,5
,georgia,2241,0,farm,cherry_tomato,,,,,atomic_grape,none,,yes,yellow red,3,,0.076,27.72,,2.18,9.99,0.23,1.33,23.92,11.28,20.86,151.29,9.62,0.18,0.06,0.03,0.04,0.12,0.00,0.01,-0.01,-0.00,10.83,6.28,,19.45,,,,,,,,,,,,,,,,,13.1,3,35.7,34.6,40.2,56.6,17.68,10.25,,,0.1,0.3,5,6.6,0.1,0.1,0.7,-0.8,0.5,8.5,19.7,206.3,2.9,13.7,45.4,48.7,17.4,3.1,57.1,27.2,21.3,92.2,75.85,143.48,219.32999999999998,,3,5,5
,georgia,2247,0,farm,cherry_tomato,,,,,atomic_grape,none,,rotten,yellow,,,,,,,,,,,,,,,,,,,,,,,,4.29,2.49,,39.25,0.3,0.3,2.8,16.2,0.2,0.1,0.7,-0.1,0.4,47.1,40.5,450.5,1.6,38.3,90.2,102.9,7,1.6,26.8,40.8,23.5,74.7,5.11,2.97,,13.52,0,0.3,4.5,3.8,0.1,0.1,0.7,-0.8,0.4,-12,14.1,99.4,2.5,2.4,20.1,14.4,23.5,3.6,66,29.8,38.6,101.1,75.85,234.3,310.15,,3,5,5
,georgia,2244,0,farm,cherry_tomato,,,,,atomic_grape,none,,rotten,yellow,,,,,,,,,,,,,,,,,,,,,,,,4.09,2.37,6.8,20.74,0.2,0.3,4,13.1,0.2,0.1,0.8,-0.6,0.6,28.4,30.2,332.3,2.7,43,86.3,93.1,10.9,1,32,24.3,22.8,44.1,5.48,3.18,6.9,8.63,0.3,0.3,5.9,1.4,0.1,0.1,0.7,-0.8,0.6,-12.8,0.3,89.5,4.3,30.2,57.4,60.7,13.4,2.1,41.9,22.5,20,67.5,75.85,234.33,310.18,,3,5,5
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2251,0,farm,lettuce,,,,,sierra,none,,rotten,green other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,1.76,,12.41,-0.1,0.2,2.3,6,0.1,0,0.7,-0.9,0.3,37.2,11.5,384.1,1.1,-29.9,-38.2,-6.4,24,26.9,69.1,59.2,35.1,106.4,76.89,165.42,242.31,,2,4,4
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2243,0,farm,lettuce,,,,,sierra,none,,yes,green,,,0.049,38.56,,-217.27,59.69,0.77,9.20,52.49,53.17,39.34,285.38,59.76,-0.01,-0.47,-0.09,0.00,0.03,0.00,0.02,0.01,0.01,6.53,3.78,,32.18,,,,,,,,,,,,,,,,,18.2,3.9,44.5,36.6,31.8,102.6,7.72,4.48,,12.62,0.5,0.3,4.4,16.9,0.2,0.1,0.9,-0.6,0.6,16.2,39.9,1139.8,2,50.8,97.5,108.7,35.7,36.6,78.8,68.8,42.7,137.8,76.89,96.27,173.16,,2,4,4
"2019-05-14 Lettuce Lettuce (server: 29, id: 2)",georgia,2252l,0,farm,lettuce,,,,,sierra,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2271,0,farm,kale,,,,,red_russian,none,,yes,yellow green purple,,,0.139,124.5,,-118.18,128.29,0.69,3.09,60.65,238.10,27.55,306.22,405.69,-0.35,-0.54,-0.00,0.00,0.13,0.00,0.01,0.00,-0.00,6.52,3.78,6.3,23.5,0,0.3,1.7,7,0.1,0.1,1,-0.4,0.2,85.8,8.7,234.3,1.7,-27.1,-35.1,17.9,16,2.7,130.9,130.9,38.7,123.2,6,3.48,6.5,21.93,0.1,0.4,3.2,14,0.2,0.1,1.7,0.3,0.4,94.4,23.8,696.6,3,38.3,68,117.3,11.2,1.6,119.9,138.1,15.8,103.8,358.21,113.46,471.66999999999996,,,,
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2272,0,farm,kale,,,,,red_russian,none,,yes,yellow green purple,,,0.178,,,-5.27,132.73,0.53,2.88,45.43,173.66,20.87,269.01,397.85,-0.17,1.26,0.10,0.03,0.25,0.00,0.02,0.01,0.00,6.62,3.84,6.7,23.77,-0.1,0.3,1.1,4.1,0.1,0,0.8,-0.7,0.1,131.1,-4.8,92.5,1.1,-44.2,-60.1,-5.4,12.3,1.9,107.7,130.6,14,81.5,5.01,2.91,,19.97,0.2,0.4,3.3,12.7,0.1,0.1,1.8,0.2,0.4,76.7,18.1,590.5,3.2,32.2,61.5,104.2,9.4,2.7,122.4,133.9,17.2,101,358.21,113.54,471.75,,,,
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2273,0,farm,kale,,,,,red_russian,none,,yes,green purple,,,0.141,126.5,,-3.94,121.14,0.51,3.52,52.06,172.38,21.69,312.47,359.34,-0.15,0.68,0.10,0.03,0.24,0.00,0.02,-0.01,0.00,6.6,3.83,6.6,26.14,0.3,0.4,3.2,13.4,0.2,0.1,1.7,0.3,0.4,85.2,20.2,694.4,3.1,41.4,73.7,129.5,9.3,2.1,107.9,128.4,13.7,78.8,6.26,3.63,,33.73,-0.4,0.2,0.6,2.2,0.1,0,0.6,-0.9,0,203,-16.9,-59,0.3,-56.9,-82.3,-20.9,23.2,3.1,133.6,148.3,11.7,45.3,358.21,44.4,402.60999999999996,,,,
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2274,0,farm,kale,,,,,red_russian,none,,yes,yellow green purple,,,0.135,159.94,,0.30,68.94,0.43,3.72,43.28,141.22,11.60,292.12,394.62,-0.21,0.93,0.13,0.02,0.31,0.00,0.02,-0.00,0.01,6.47,3.75,6.5,30.63,0.2,0.4,3.2,13.2,0.2,0.1,1.7,0.3,0.4,72.9,20.7,619.1,3,37.2,66.3,115.5,14.2,1.1,115.2,144.5,15.8,71,5.99,3.47,6.3,19.16,0.4,0.4,3.5,13.2,0.2,0.1,1.7,0.2,0.4,73.5,18.2,671.7,3.1,39.4,65.7,119.6,10.9,2.1,116.1,128.3,15.7,89.5,49.37,115.26,164.63,,,,
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2275,0,farm,kale,,,,,red_russian,none,,yes,green purple,,,0.145,101.96,,-35.81,137.10,0.55,3.85,50.48,180.42,26.14,344.04,410.70,-0.27,0.25,0.08,0.03,0.23,0.00,0.02,0.01,0.02,6.51,3.77,6.8,36.7,0.2,0.3,2.7,10.8,0.2,0.1,1.4,0,0.3,93.9,26.5,575.5,2.6,10,25.6,74.7,10.9,4.7,136.8,149.4,17.9,160.7,5.9,3.42,6.4,23.34,0.4,0.4,3.4,13.5,0.2,0.1,1.7,0.2,0.4,74.6,19.3,673.3,3.1,38.4,71.4,116.4,15.4,1.6,109.6,124.4,17.1,71.2,49.37,45.95,95.32,,,,
"2019-06-14 HF3 Kale (server: 42, id: 8)",new_york,2276,0,farm,kale,,,,,red_russian,none,,yes,green purple,,,0.144,114.6,,-33.40,130.08,0.55,3.20,50.64,192.67,20.83,293.48,381.74,-0.27,0.01,0.05,0.02,0.20,0.00,0.02,0.02,-0.00,6.64,3.85,7.4,28.67,0.3,0.4,3.4,12.6,0.2,0.1,1.6,0.2,0.4,59.7,19.1,627.5,3,30.4,55.1,96.8,15.4,2,117.2,144.4,16.9,68.1,4.99,2.89,6.4,13.44,0.2,0.4,3.2,13.9,0.1,0.1,1.8,0.2,0.4,95.3,20.9,661.6,3.2,43.4,74.9,120,12.2,2.2,114.9,131,14.5,74.4,49.37,44.98,94.35,,,,
"2019-05-07 Vegetable Garden West Cherry tomato (server: 93, id: 1)",ohio,2758,0,farm,cherry_tomato,,,,,"black_cherry,",none,,yes,yellow red,34,,0.084,19.66,,4.98,10.04,0.21,1.39,25.67,13.83,15.47,138.35,21.36,0.20,0.57,0.02,0.05,0.19,0.00,0.01,0.00,-0.00,13.06,7.58,6.6,41.89,0.4,0.3,2.6,17.3,0.2,0.1,1.2,0.8,0.4,74.1,35.6,1135.1,2.2,43.3,89.7,165,14.3,2.5,77.9,109.1,17.5,88.4,12.2,7.07,6.5,36.42,0.2,0.3,2.3,17.5,0.2,0.1,1.3,0.8,0.4,72.3,36.4,1043.1,2.2,43.4,84.3,152.1,15.7,1.9,78.8,114.2,16.8,98,93.5,1.56,95.06,,,,
"2019-05-07 Vegetable Garden West Cherry tomato (server: 93, id: 1)",ohio,2759,0,farm,cherry_tomato,,,,,black_cherry,none,,yes,red green,29,,0.084,16.82,,5.54,6.38,0.22,1.60,23.83,12.74,14.52,156.56,16.17,0.24,0.78,0.03,0.04,0.22,0.00,0.01,-0.00,0.00,9.7,5.63,6.9,31.09,0.3,0.3,2.4,17.5,0.2,0.1,1.3,0.5,0.5,72,43.3,1023.1,2,38.3,78.4,124.7,7.4,2.2,89.6,116.2,22.3,172.7,9.98,5.79,,40.82,0.1,0.3,2.2,17.4,0.2,0.1,1.2,0.2,0.4,59.8,39,805.7,1.9,21.4,50.9,83.3,21.1,1.7,86.8,110.7,20.1,110.8,93.38,2.99,96.36999999999999,,,,
west tunnel,ohio,2756,0,farm,cherry_tomato,,,,,sunpeach,none,,yes,red,30,,0.095,25.12,,13.78,2.45,0.21,1.45,21.30,10.59,39.49,127.62,11.81,0.24,0.85,0.03,0.03,0.29,0.00,0.01,0.01,-0.00,12.77,7.41,,,,,,,,,,,,,,,,,,,,,,,,,5.98,3.47,6.3,26.93,0.3,0.3,2.9,16.8,0.1,0.1,1.4,0.8,0.5,84.2,31.2,1089.1,2.5,40.5,83.2,116.7,18.2,2.1,78,105.8,17.7,90.6,93.4,5.05,98.45,,,,
west tunnel,ohio,2757,0,farm,cherry_tomato,,,,,sakura,none,,yes,red green,29,,0.093,29.41,,14.35,9.00,0.22,1.43,22.29,12.26,41.68,135.96,14.55,0.18,0.19,0.03,0.03,0.14,0.00,0.01,0.00,0.00,11.07,6.42,,48.13,0.4,0.3,2.5,17.7,0.2,0.1,1.4,1,0.5,98.6,44.1,1444.3,2,46.2,95.6,183.5,26.1,4,84.6,120.2,17.7,202.5,5.75,3.33,6,27.18,,,,,,,,,,,,,,,,,,,,,,,93.35,4.73,98.08,,,,
,france,carotte_sauvagere,0,farm,carrot,,,sebastien falck,certified_organic notill nonchlorine_water irrigation biological_amendments nospray,rouge sang,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,5,5,5
,new_york,2314,0,farm_market,lettuce,,,brendon,organic biological_amendments irrigation,mixed_multi_color,none,,rotten,green other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,
,new_york,2309,0,farm_market,lettuce,,,brendon,organic biological_amendments irrigation,mixed_multi_color,none,,rotten,green other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,
,new_york,2321,0,farm_market,lettuce,,,brendon,organic biological_amendments irrigation,mixed_multi_color,none,,rotten,green other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,
,new_york,2317,0,farm_market,cherry_tomato,,,Freitags farm store,biological_amendments,tumbing_tom,none,,yes,red,30,,0.068,29.41,,6.13,17.02,0.22,0.65,24.34,14.97,16.37,101.17,10.93,0.16,-0.03,0.02,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,3,3,3
